PC1,PC2,PC3
-1.418148,1.134926,-0.063735
-1.483627,1.123810,-0.086363
-1.487101,1.139004,-0.125939
-1.541346,1.123611,-0.169197
-1.586602,1.087944,-0.214881
-1.636586,1.064700,-0.265746
-1.679338,1.022726,-0.309178
-1.714505,0.962104,-0.344301
-1.744636,0.916118,-0.386416
-1.769143,0.897277,-0.376367
-1.788680,0.863904,-0.421620
-0.378367,0.460168,-1.249078
-0.323346,0.494468,-1.209336
-0.901692,-1.441980,-0.612470
-0.060048,-0.183047,-1.265074
1.237749,0.184277,0.579676
0.045900,0.910757,-0.514872
1.243000,0.740791,-0.710630
-0.173291,0.249502,-1.263758
0.201126,-0.091177,-1.013989
-0.047082,-0.063319,-1.253353
0.548837,0.013182,-0.496130
-1.925113,-0.116589,-0.536512
-1.957908,-0.148183,-0.585775
-1.998297,-0.168143,-0.638826
-2.030222,-0.170350,-0.635591
-2.061394,-0.195557,-0.664905
0.921769,1.916428,-0.461176
0.500991,-1.108934,0.469884
0.740055,-0.507872,-0.152053
1.344281,0.331061,-0.772164
-0.862745,1.367888,-0.523097
-0.360875,-0.118153,-1.394130
-0.666029,-1.222542,-0.965580
-0.738312,-0.032678,-1.451228
2.055064,0.092943,-0.170430
1.440332,0.896808,-0.589314
1.370835,1.353539,-0.548612
1.482825,0.535616,-0.557421
0.074334,0.343161,-1.020149
-0.254669,-1.174265,-0.966455
0.632307,0.307763,-0.466143
-0.766437,1.122337,0.555495
-0.820962,1.121310,0.517856
-0.868148,1.089985,0.470088
-0.903983,1.031331,0.433853
-0.922890,0.973266,0.407029
-0.941651,0.935798,0.403629
-0.958757,0.878837,0.368601
-0.996685,0.851597,0.327434
0.212284,0.503662,-0.696833
-0.328396,0.012161,-1.387876
1.599472,1.163409,-0.365611
1.346702,1.280486,0.310141
0.402268,-0.314884,-0.775263
-0.243310,-0.303672,-1.336883
1.711916,-0.280460,-1.040514
0.049480,0.832084,-0.591352
0.028820,0.624601,-0.834780
-0.001285,0.607129,-0.883385
2.627891,-1.347351,0.174857
0.382797,0.251187,-0.642146
0.085236,0.944140,-0.470170
1.890500,-0.156427,-0.260422
-0.022063,0.678594,-0.843281
